X,Y,FID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,RECORD_ID,FACILITY_N,CHAIN_NAME,CHAIN_ESTA,SITE_ADDRE,NEAR_FID,NEAR_DIST
-122.355655209584526,47.689642939411101,790,352067,0000000,350,Diggity Dog 2,Diggity Dog 2,8317 GREENWOOD AVE N,98103,Seattle,(206) 931-6759,Seating 13-50,III, , , , ," 
",-1,-1
-122.333868589347617,47.668493118674711,791,352068,0000000,350,Diggity Dog Hot Dog & Sausage Co,Diggity Dog Hot Dog & Sausage,5421 MERIDIAN AVE N,98103,Seattle,(253) 335-0081,Seating 13-50,III, , , , ," 
",-1,-1
-122.335304369866279,47.615195358784938,792,352071,0000000,350,Dilettante Chocolates,Dilettante Chocolates,818 Stewart ST,98101,Seattle,(253) 872-2092,Seating 0-12,III, , , , ," 
",569,612.050628134
-122.337169910443208,47.611925949156635,793,352073,0000000,350,Dilettante Mocha Cafe @ 1601 5Th Ave Ste 100,Dilettante Mocha Cafe,1601 5TH AVE STE 100,98101,Seattle,(253) 872-2078,Mobile Food Service,I, , , , ," 
",-1,-1
-122.337907459429104,47.606768948865856,794,352074,0000000,350,Diller Room,Diller Room,1224 1ST AVE,98101,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.325442809516574,47.598860279188358,795,352076,0000000,350,Dim Sum King,Dim Sum King,617 S JACKSON ST S,98104,Seattle,(206) 760-7868,Seating 13-50,III, , , , ," 
",176,2565.52846168
-122.339784820183837,47.614868288866184,796,352077,0000000,350,Dimitriou'S Jazz Alley,Dimitriou'S Jazz Alley,2033 6TH AVE,98121,Seattle, ,Seating > 250,III, , , , ," 
",-1,-1
-122.332291859447594,47.609666689100003,797,352079,0000000,350,Dimples,Dimples,600 UNIVERSITY ST,98101,Seattle,(206) 622-1866,Grocery,I, , , , ," 
",223,1971.97942234
-122.332405339949347,47.610161668730157,798,352080,0000000,350,Dimples Gift & Sundries,Dimples Gift & Sundries,601 UNION ST #304B,98101,Seattle,(425) 453-0981,Grocery,I, , , , ," 
",686,1982.17200722
-122.330614640290392,47.604526938625852,799,352081,0000000,350,Dimples Gifts & Sundries,Dimples Gifts & Sundries,701 5TH AVE,98104,Seattle,(206) 622-1866,Grocery,I, , , , ," 
",223,1853.55338917
-122.299193999867484,47.661635998936653,800,352083,0000000,350,Din Tai Fung Restaurant,Din Tai Fung Restaurant,2621 NE 46TH ST,98105,Seattle,(206) 938-1501,Seating > 250,III, , , , ," 
",-1,-1
-122.315287750619333,47.526967499218571,801,352089,0000000,350,Discount Village,Discount Village,8507 14TH AVE S,98108,Seattle, ,Seating 0-12,I, , , , ," 
",-1,-1
-122.397758329870683,47.659881419245835,802,352091,0000000,350,Discovery Espresso And Juice,Discovery Espresso And Juice,3103 W JAMESON ST,98199,Seattle, ,Seating 0-12,II, , , , ," 
",-1,-1
-122.325304000594258,47.675804999389712,803,352092,0000000,350,Dish Cafe,Dish Cafe,301 NE 65TH ST,98115,Seattle,(206) 999-3323,Seating 13-50,III, , , , ," 
",-1,-1
-122.365667759886222,47.660263849430862,804,352095,0000000,350,"Dish; The","Dish; The",4358 LEARY WAY NW,98107,Seattle,(206) 706-9498,Seating 13-50,III, , , , ," 
",-1,-1
-122.32469133993979,47.604972189320414,805,352096,0000000,350,"Diva  Ii; Llc","Diva  Ii; Llc",509 9th AVE,98104,Seattle, ,Seating 13-50,I, , , , ," 
",223,1016.00342421
-122.354915649350332,47.686806459264595,806,352097,0000000,350,Diva Espresso,Diva Espresso,7916 GREENWOOD AVE N,98103,Seattle,(206) 781-8106,Seating 13-50,I, , , , ," 
",-1,-1
-122.37828971949564,47.563335228777511,807,352098,0000000,350,Diva Espresso West,Diva Espresso West,4480 FAUNTLEROY WAY SW,98126,Seattle,(206) 937-5225,Seating 0-12,I, , , , ," 
",-1,-1
-122.341988849670088,47.662743838978948,808,352099,0000000,350,Diva Ii - Llc,Diva Ii - Llc,4615 STONE WAY N,98103,Seattle,(206) 632-3192,Seating 13-50,I, , , , ," 
",-1,-1
-122.355997470086464,47.733827679274206,809,352100,0000000,350,Diva Ii Llc,Diva Ii Llc,14415 GREENWOOD AVE N,98133,Seattle,(206) 713-6301,Seating 13-50,I, , , , ," 
",-1,-1
-122.328539710265332,47.602488989144284,810,352101,0000000,350,"Diva Ii; Llc","Diva Ii; Llc",401 5TH AVE #1,98104,Seattle,(206) 781-8106,Seating 13-50,I, , , , ," 
",223,2129.92890636
-122.337063670054306,47.661629069318479,811,352102,0000000,350,Divan Fine Turkish Cuisine,Divan Fine Turkish Cuisine,1712 N 45TH ST,98103,Seattle,(206) 405-1920,Seating 13-50,III, , , , ," 
",-1,-1
-122.325416319711636,47.661542799339905,812,352105,0000000,350,Djan'S Dining,Djan'S Dining,264 NE 45TH ST,98105,Seattle,(206) 633-3526,Seating 13-50,III, , , , ," 
",-1,-1
-122.329498929534196,47.575281608816233,813,352106,0000000,350,Djung On Wheels @ A & J Commissary,Djung On Wheels,3201 4TH AVE S #B,98134,Seattle,(425) 829-2560,Mobile Food Service,III, , , , ," 
",-1,-1
-122.344763770047606,47.620101209360719,814,352107,0000000,350,Dm Cafe & Deli Llc,Dm Cafe & Deli Llc,230 6TH AVE N,98109,Seattle,(206) 235-2283,Seating 0-12,III, , , , ," 
",-1,-1
-122.343625880578045,47.648857248855627,815,352108,0000000,350,"Dock; The","Dock; The",1102 N 34TH ST,98103,Seattle,(425) 269-6846,Seating 51-150,III, , , , ," 
",-1,-1
-122.336853790023568,47.611013489082239,816,352110,0000000,350,Dog In The Park,Dog In The Park,1520 4TH AVE,98101,Seattle,(206) 287-9121,Seating 0-12,III, , , , ," 
",-1,-1
-122.313064000431851,47.657728999336776,817,352112,0000000,350,Dog On The Ave @ 4130 University Way Ne,Dog On The Ave (Kc142),4130 UNIVERSITY WAY NE,98105,Seattle,(253) 302-2559,Mobile Food Service,III, , , , ," 
",-1,-1
-122.35970778038299,47.623447358764942,818,352117,0000000,350,Dolcetta Artisan Sweets,Dolcetta Artisan Sweets,501 2ND AVE W #100,98119,Seattle,(206) 280-7701,Catering Operation,II, , , , ," 
",-1,-1
-122.344246630180407,47.6860162393547,819,352126,0000000,350,Dollar Tree #4876,Dollar Tree #4876,7816 AURORA AVE N,98103,Seattle,(757) 321-5000,Grocery,I, , , , ," 
",-1,-1
-122.357405019387244,47.632800109204716,820,352133,0000000,350,Domani Pizzeria & Restaurant,Domani Pizzeria & Restaurant,1515 QUEEN ANNE AVE N,98109,Seattle,(206) 227-8290,Seating 51-150,III, , , , ," 
",-1,-1
-122.345789029907252,47.625898719267326,821,352136,0000000,350,Domino'S Pizza #7063,Domino'S Pizza #7063,714 TAYLOR AVE N,98109,Seattle,(734) 930-7056,Seating 0-12,III,PR0022938,DOMINO'S PIZZA #7063,DOMINOS PIZZA,Y,"714 TAYLOR AV N
",-1,-1
-122.386761469832848,47.543745448637857,822,352145,0000000,350,Domino'S Pizza #7142,Domino'S Pizza #7142,6540 CALIFORNIA AVE SW,98136,Seattle, ,Seating 0-12,III,PR0067667,DOMINO'S PIZZA #7142,DOMINOS PIZZA,Y,"6540 CALIFORNIA AV SW
",-1,-1
-122.287536110485476,47.562975208829101,823,352147,0000000,350,Domino'S Pizza #7145,Domino'S Pizza #7145,4436 RAINIER AVE S #A,98118,Seattle,(360) 830-0354,Seating 0-12,III,PR0004184,DOMINO'S PIZZA #7145,DOMINOS PIZZA,Y,"2601 S MCCLELLAN ST
",-1,-1
-122.377174000581974,47.690130999087408,824,352150,0000000,350,"Domino'S Pizza;  #7148","Domino'S Pizza;  #7148",8345 15TH AVE NW,98117,Seattle,(360) 830-0359,Seating 13-50,III, , , , ," 
",-1,-1
-122.355018869362198,47.719927669307133,825,352153,0000000,350,Dominos Pizza #7147,Domino'S Pizza #7147,302 N 125TH ST,98133,Seattle,(206) 363-3911,Seating 0-12,III,PR0008298,DOMINO'S PIZZA #7147,DOMINOS PIZZA,Y,"302 N 125TH ST
",-1,-1
-122.340814559530031,47.608327539287664,826,352154,0000000,350,Don & Joe'S Meats,Don & Joe'S Meats,85 PIKE ST,98101,Seattle,(206) 682-7670,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.387002420659798,47.668390329493675,827,352157,0000000,350,Don Lucho'S @ 2407 Nw 80Th Street,Don Lucho'S (Kc248),2315 NW MARKET ST,98107,Seattle,(206) 992-0232,Mobile Food Service,III, , , , ," 
",-1,-1
-122.329562729489197,47.58048128922443,828,352158,0000000,350,Dona Queen Donut & Deli,Dona Queen Donut & Deli,2445 4TH AVE S,98134,Seattle,(206) 622-5127,Seating 13-50,III, , , , ," 
",-1,-1
-122.325362019968651,47.598959288835083,829,352160,0000000,350,Dong Sing Market,Dong Sing Market,625 S JACKSON ST,98104,Seattle,(206) 587-6010,Meat/Sea Food,III, , , , ," 
",176,2535.09778461
-122.331869819995475,47.601118438826155,830,352165,0000000,350,Double Header,Double Header,407 2ND AVE EXT S,98104,Seattle, ,Seating 13-50,II, , , , ," 
",223,2982.0993093
-122.332300000458801,47.615220998902984,831,352175,0000000,350,Downtown Romio'S Pizza & Pasta,Downtown Romio'S Pizza & Pasta,927 HOWELL ST,98101,Seattle,(206) 467-7277,Seating 13-50,III, , , , ," 
",569,960.503715081
-122.341387750567023,47.617679609385441,832,352176,0000000,350,Downtown Spirits,Downtown Spirits,2300 7TH AVE,98121,Seattle,(206) 812-6591,Seating 0-12,I, , , , ," 
",-1,-1
-122.333502160105098,47.593399648677739,833,352178,0000000,350,Dragon'S Kettle Korn  @ 901 Occidental S,Dragon'S Kettle Korn,1021 OCCIDENTAL AVE S,98134,Seattle,(206) 518-8642,Mobile Food Service,II, , , , ," 
",-1,-1
-122.333649770395809,47.589262868915696,834,352184,0000000,350,Dream Girls,Dream Girls,1530 1ST AVE S,98134,Seattle,(206) 200-7801,Seating 0-12,I, , , , ," 
",-1,-1
-122.299547189599082,47.71129731937301,835,352185,0000000,350,Dreamgirls At Rick'S,Dreamgirls At Rick'S,11332 LAKE CITY WAY NE,98125,Seattle,(206) 328-7249,Seating 51-150,I, , , , ," 
",-1,-1
-122.33150524951553,47.602553228840904,836,352186,0000000,350,Drexel Deli & Grocery,Drexel Deli & Grocery,523 3RD AVE,98104,Seattle,(206) 622-3951,Seating 0-12,III, , , , ," 
",223,2515.41483527
-122.36272184008962,47.551671328751901,837,352188,0000000,350,Drifting Donut (Kc247) @ 206-999-3608,Drifting Donut (Kc247),5604 DELRIDGE WAY SW,98106,Seattle,(206) 999-3608,Mobile Food Service,II, , , , ," 
",-1,-1
-122.353620149631041,47.617224248776971,838,352189,0000000,350,Drip City Coffee Company Llc,Drip City Coffee Company Llc,2929 1ST AVE STE B,98121,Seattle,(206) 349-4325,Seating 13-50,II, , , , ," 
",-1,-1
-122.296089729494014,47.668402829469784,839,352195,0000000,350,"Duchess Tavern; The","Duchess Tavern; The",2827 NE 55TH ST,98105,Seattle,(206) 527-8606,Seating 51-150,III, , , , ," 
",-1,-1
-122.344720550085128,47.682264829205813,840,352196,0000000,350,Duck Island Ale House,Duck Island Ale House,7317 AURORA AVE N,98103,Seattle,(206) 940-2446,Seating 13-50,III, , , , ," 
",-1,-1
-122.324278169549586,47.597635389467698,841,352197,0000000,350,Duk Li Dim Sum,Duk Li Dim Sum,664 S WELLER ST,98104,Seattle,(206) 340-6122,Seating 13-50,III, , , , ," 
",176,2492.84310778
-122.405955819555558,47.58071085896988,842,352199,0000000,350,Duke'S Alki Chowder House,Duke'S Alki Chowder House,2516 ALKI AVE SW,98116,Seattle,(206) 933-8000,Seating 151-250,III, , , , ," 
",-1,-1
-122.338317339337564,47.686099478835331,843,352200,0000000,350,Duke'S Greenlake Chowder House,Duke'S Greenlake Chowder House,7850 GREENLAKE DR N,98103,Seattle,(206) 522-4908,Seating 51-150,III, , , , ," 
",-1,-1
-122.333544040007681,47.627798689402873,844,352201,0000000,350,Duke'S Lake Union Chowder House,Duke'S Lake Union Chowder House,901 FAIRVIEW AVE N,98109,Seattle,(206) 283-8422,Seating 151-250,III, , , , ," 
",135,2746.76996664
-122.30783905967283,47.616873508654827,845,352204,0000000,350,Dulces Bistro & Wine,Dulces Bistro & Wine,1818 E MADISON ST,98122,Seattle,(206) 353-1434,Seating 51-150,III, , , , ," 
",568,1293.68809168
-122.371031589747375,47.569756379372407,846,352207,0000000,350,"Duos Co.; Llc","Duos Co.; Llc",2940 SW AVALON WAY,98126,Seattle,(206) 244-2808,Seating 51-150,III, , , , ," 
",-1,-1
-122.303173650453971,47.608177238867086,847,352208,0000000,350,Durdur Cafe,"Durdur Cafe; Inc.",2212 E CHERRY ST,98122,Seattle,(206) 329-8879,Seating 13-50,III, , , , ," 
",221,571.933220964
-122.335937309676908,47.655818579475621,848,352209,0000000,350,Durn Good Grocery,Durn Good Grocery,4002 WALLINGFORD AVE n,98103,Seattle, ,Grocery,I, , , , ," 
",-1,-1
-122.312823300437429,47.661625189146925,849,352215,0000000,350,E J Burger,E J Burger,4510 UNIVERSITY WAY NE,98105,Seattle,(206) 218-4524,Seating 13-50,III, , , , ," 
",-1,-1
-122.333797229461979,47.600513588979254,850,352216,0000000,350,E Smith Mercantile,E Smith Mercantile,208 1ST AVE S,98104,Seattle,(206) 919-3279,Seating 0-12,III, , , , ," 
",223,3448.41478983
-122.313472329572932,47.660813269107599,851,352221,0000000,350,Earl'S On The Ave,Earl'S On The Ave,4333 UNIVERSITY WAY NE,98105,Seattle,(206) 355-3755,Seating 51-150,III, , , , ," 
",-1,-1
-122.281887820208951,47.537987699195476,852,352223,0000000,350,East African Grocery & Deli Llc,East African Grocery & Deli Llc,7135 M L KING JR WAY S,98118,Seattle,(206) 723-2243,Seating 0-12,III, , , , ," 
",-1,-1
-122.302198240391633,47.59911702909509,853,352224,0000000,350,East African Imports,East African Imports,2301 S JACKSON ST #204,98144,Seattle,(425) 306-4583,Seating 13-50,III, , , , ," 
",280,641.30725033
-122.325376270394273,47.633416198921367,854,352228,0000000,350,East Lake Specialty Deli,East Lake Specialty Deli,1540 EASTLAKE AVE E,98102,Seattle,(425) 455-8225,Seating 0-12,III, , , , ," 
",-1,-1
-122.303160860415687,47.613296879401766,855,352232,0000000,350,"East Union Food; Llc","East Union Food; Llc",2220 E UNION ST,98122,Seattle,(206) 323-6827,Seating 0-12,III, , , , ," 
",208,1511.12569757
-122.31706077005127,47.676076839278103,856,352234,0000000,350,East West Bookshop,East West Bookshop Of Seattle,6500 ROOSEVELT WAY NE,98115,Seattle,(206) 523-3726,Seating 0-12,I, , , , ," 
",-1,-1
-122.30759191985193,47.601840458841821,857,352235,0000000,350,East Yesler Grocery,East Yesler Grocery,1902 YESLER WAY,98122,Seattle, ,Grocery,I, , , , ," 
",280,1652.02953078
-122.321768319798167,47.606303678785913,858,352236,0000000,350,Eastern'S Pharmacy,Eastern'S Pharmacy,515 MINOR AVE STE 120,98104,Seattle,(206) 622-6094,Seating 0-12,I, , , , ," 
",223,919.240825914
-122.323916990007419,47.648626369329307,859,352240,0000000,350,Eastlake Bar & Grill,Eastlake Bar & Grill,2947 EASTLAKE AVE E,98102,Seattle,(206) 320-0785,Seating 51-150,III, , , , ," 
",-1,-1
-122.325530879566927,47.639582408839232,860,352243,0000000,350,Eastlake Market,Eastlake Market,2244 EASTLAKE AVE E,98102,Seattle,(602) 470-7618,Seating 0-12,III, , , , ," 
",-1,-1
-122.325510789975212,47.639379459359738,861,352244,0000000,350,Eastlake Teriyaki,Eastlake Teriyaki,2236 EASTLAKE AVE E,98102,Seattle,(206) 323-7531,Seating 13-50,III, , , , ," 
",-1,-1
-122.334270290590467,47.602855778984498,862,352256,0000000,350,Easy Joe'S,Easy Joe'S,704 1ST AVE,98104,Seattle,(206) 343-9567,Seating 51-150,III, , , , ," 
",223,2939.03624598
-122.312907669538077,47.655484428765298,863,352257,0000000,350,Easy Shoppe,Easy Shoppe,1406 NE 40TH ST,98105,Seattle,(206) 634-2399,Seating 0-12,II, , , , ," 
",-1,-1
-122.387086010483415,47.561464599026138,864,352259,0000000,350,Easy Street Cafe/ Records,Easy Street Cafe/ Records,4559 CALIFORNIA AVE SW,98116,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.356077279511581,47.733823448975294,865,352262,0000000,350,Eathai Cafe,Eathai Cafe,14419 GREENWOOD AVE N #C,98133,Seattle,(206) 915-9404,Seating 13-50,III, , , , ," 
",-1,-1
-122.366711999774893,47.522681999487382,866,352263,0000000,350,Eats Market Cafe,Eats Market Cafe,2600 SW BARTON ST Unit B8,98126,Seattle,(206) 763-2676,Seating 13-50,III, , , , ," 
",-1,-1
-122.345092150062612,47.701050649217535,867,352267,0000000,350,Ecs Aurora,Ecs Aurora,9881 AURORA AVE N,98103,Seattle,(206) 526-9622,Seating 0-12,I, , , , ," 
",-1,-1
-122.333511980574585,47.593866539104809,868,352269,0000000,350,Edgar Batiste Seattle Sausage,Edgar Batiste Seattle Sausage,1021 OCCIDENTAL AVE,98134,Seattle,(206) 335-8525,Mobile Food Service,I, , , , ," 
",-1,-1
-122.340008039556224,47.612071189116236,869,352272,0000000,350,Edible Arrangements,Edible Arrangements,1912 3RD AVE,98101,Seattle,(425) 646-2200,Seating 0-12,II, , , , ," 
",-1,-1
-122.378575730428338,47.669602258767107,870,352276,0000000,350,Eet Bar,Eet Bar,1556 NW 56TH ST,98107,Seattle,(206) 783-0131,Seating 51-150,III, , , , ," 
",-1,-1
-122.34186699950358,47.66193199893781,871,352279,0000000,350,Egg Ceteras Blue Star Cafe & Pub,Egg Ceteras Blue Star Cafe & Pub,4512 STONE WAY N,98103,Seattle,(206) 548-0133,Seating 151-250,III, , , , ," 
",-1,-1
-122.342940170567545,47.615618958904548,872,352280,0000000,350,Eggs And Plants Llc,Eggs And Plants Llc,2229 5TH AVE,98121,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.320460000337349,47.620736999151099,873,352281,0000000,350,"Einstein Bro'S Bagels;  #3588","Einstein Bro'S Bagels;  #3588",224 BROADWAY AVE E #C123,98102,Seattle,(303) 568-8000,Seating 13-50,III, , , , ," 
",632,845.147544486
-122.357179729685441,47.637579649364632,874,352282,0000000,350,Einstein Bros Bagels,Einstein Bros Bagels #2157,2133 QUEEN ANNE AVE N,98109,Seattle,(510) 749-1806,Seating 13-50,III, , , , ," 
",-1,-1
-122.338833439683782,47.618021548637557,875,352283,0000000,350,Einstein Bros Bagels #2161,Einstein Bros Bagels #2161,2201 Westlake AVE #101,98121,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.330500089865524,47.603951119400229,876,352287,0000000,350,Einstein Bros Bagels #3477,Einstein Bros Bagels #3477,600 4TH AVE,98104,Seattle,(303) 568-8000,Seating 13-50,III, , , , ," 
",223,1973.46270957
-122.294024810211653,47.573449378668137,877,352289,0000000,350,El Asador,El Asador (Kc187),3320 RAINIER AVE S,98144,Seattle,(425) 207-6113,Mobile Food Service,III, , , , ," 
",-1,-1
-122.340741010365804,47.609314118855828,878,352290,0000000,350,El Borracho,El Borracho,1521 1ST AVE,98101,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.337900000248609,47.605814999493163,879,352292,0000000,350,El Cabrito (Kc270) @ 21104 Pacific Hwy S Seatac,El Cabrito (Kc270),1122 POST AVE,98108,Seattle,(206) 240-9095,Mobile Food Service,III, , , , ," 
",-1,-1
-122.333809009849759,47.5770886094123,880,352295,0000000,350,El Camion (3) @ 5314 15Th Ave Nw,El Camion,11728 AURORA AVE N,98133,Seattle, ,Mobile Food Service,III, , , , ," 
",-1,-1
-122.333809009849759,47.5770886094123,881,352296,0000000,350,El Camion 1 @ 11728 Aurora Ave N,El Camion,11728 AURORA AVE N,98133,Seattle, ,Mobile Food Service,III, , , , ," 
",-1,-1
-122.333809009849759,47.5770886094123,882,352297,0000000,350,El Camion 2 @ 2918 1St Ave S,El Camion,11728 AURORA AVE N,98133,Seattle, ,Mobile Food Service,III, , , , ," 
",-1,-1
-122.311322269462806,47.58033620882545,883,352303,0000000,350,El Centro De La Raza,El Centro De La Raza,2524 16TH AVE S,98144,Seattle,(206) 329-9442,Non-Profit Institution,III, , , , ," 
",-1,-1
-122.35568066006681,47.678142379354419,884,352306,0000000,350,El Chupacabra,El Chupacabra,6711 GREENWOOD AVE N,98103,Seattle,(206) 384-8009,Seating 13-50,III, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,885,352310,0000000,350,Goodtime 2,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating 51-150,I, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,886,352311,0000000,350,Goodtime 3,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating 51-150,I, , , , ," 
",-1,-1
-122.347611960140881,47.617906548922193,887,352313,0000000,350,Himalayan Bambino,Babidom Llc Himalayan Bambino,401 CEDAR ST,98121,Seattle,(206) 728-7835,Seating 13-50,III, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,888,352315,0000000,350,Lady Mary,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating 51-150,I, , , , ," 
",-1,-1
-122.330281140090833,47.546275319235484,889,352320,0000000,350,Mc Donald'S  (Abboud'S),"Abboud'S Mcdonald'S; Llc",6145 4TH AVE S,98108,Seattle,(206) 763-9646,Seating 51-150,III, , , , ," 
",-1,-1
-122.335313020592267,47.612892249096298,890,352325,0000000,350,Pacific Place Ii / Lower Level,Amc Theatres Pacific Place Ii,600 PINE ST,98101,Seattle, ,Seating 0-12,II, , , , ," 
",569,1452.11376494
-122.335313020592267,47.612892249096298,891,352326,0000000,350,Pacific Place Ii / Upper,Amc Theatres Pacific Place Ii,600 PINE ST,98101,Seattle, ,Seating 0-12,II, , , , ," 
",569,1452.11376494
-122.339933719478196,47.60478741886142,892,352330,0000000,350,Royal Argosy,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating > 250,III, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,893,352331,0000000,350,Royal Argosy - Prep Kitchen,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating 0-12,III, , , , ," 
",-1,-1
-122.352615550492374,47.614260359372786,894,352333,0000000,350,Seattle Art  / Multi-Use Kitchen 508 B501,Art Institute Of Seattle,2601 ELLIOTT AVE,98121,Seattle,(206) 448-0900,Seating 0-12,III, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,895,352334,0000000,350,Sightseer,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating 51-150,I, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,896,352336,0000000,350,Spirit Of Seattle,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating > 250,I, , , , ," 
",-1,-1
-122.368790079676444,47.660182248915206,897,352340,0000000,350,Sushi@ Fm608,Afc Sushi #Fm608,915 NW 45TH ST,98107,Seattle,(312) 604-3200,Seating 0-12,III, , , , ," 
",-1,-1
-122.319593630327205,47.61422855925742,898,352343,0000000,350,The Comet,"Comet; The",922 E PIKE ST,98122,Seattle, ,Seating 51-150,I, , , , ," 
",631,972.640108436
-122.320723230405207,47.624817129163418,899,352344,0000000,350,The Confectional @ 305 Harrison St Armory,Confectional,"305 HARRISON ARMORY"" ST E",98109,Seattle,(206) 282-4422,Mobile Food Service,I, , , , ," 
",174,595.690444756
-122.335313020592267,47.612892249096298,900,352347,0000000,350,Tower Bar & Cafe @Amc Theatres Pacific Place,Amc Theatres Pacific Place Ii,600 PINE ST,98101,Seattle, ,Seating 0-12,I, , , , ," 
",569,1452.11376494
-122.336159560298654,47.62167917902034,901,352348,0000000,350,Warehouse 345 Cafe @ Amazon Bon Appetit,Bon Appetit,345 BOREN AVE,98109,Seattle,(206) 342-2000,Seating > 250,III,PR0080924,BON APPETIT,BON APPETIT,Y,"1301 2ND AVE
",409,1285.47959957
-122.386512270017334,47.544412219157181,902,352349,0000000,350,West Seattle Thriftway - Chinatown Cafe,Chinatown Cafe,4201 SW MORGAN ST,98136,Seattle,(206) 328-1680,Seating 0-12,III, , , , ," 
",-1,-1
-122.331678019481274,47.611773739129681,903,352350,0000000,350,Wsctc -Deli   F,Aramark  @ Convention Place,800 CONVENTION PL,98101,Seattle,(206) 694-5088,Seating 0-12,III, , , , ," 
",686,1532.82718564
-122.312852050107807,47.659242899028364,904,350008,0000000,350,A Burger Place,A Burger Place,4234 UNIVERSITY WAY NE,98105,Seattle,(425) 889-2046,Seating 13-50,III, , , , ," 
",-1,-1
-122.312677979327489,47.667616668720683,905,350017,0000000,350,A Pizza Mart Bar & Grill Inc,A Pizza Mart Bar & Grill Inc,5240 UNIVERSITY WAY NE STE D,98105,Seattle,(206) 697-5011,Seating 51-150,III, , , , ," 
",-1,-1
-122.310499280636591,47.733345059231972,906,350111,0000000,350,Afc Sushi @ Qfc 858,Afc Sushi @ Qfc #858,1531 NE 145TH ST,98125,Seattle,(310) 604-3200,Seating 0-12,III, , , , ," 
",-1,-1
-122.382404119917709,47.560002149198681,907,350223,0000000,350,Alki Masonic Temple,Alki Masonic Temple,4736 40TH AVE SW,98116,Seattle,(206) 938-3554,Seating 51-150,III, , , , ," 
",-1,-1
-122.317042739416351,47.549047718853465,908,350228,0000000,350,All City Coffee,All City Coffee,1205 S VALE ST,98108,Seattle,(206) 767-7146,Seating 0-12,I, , , , ," 
",-1,-1
-122.321183130499961,47.624444848631626,909,350323,0000000,350,Aoki Japanese Grill & Sushi,Aoki Japanese Grill & Sushi,621 BROADWAY AVE E,98102,Seattle,(206) 324-3633,Seating 51-150,III, , , , ," 
",135,554.158974093
-122.354212390239852,47.614325849503089,910,350332,0000000,350,Aqua By El Gaucho,Aqua By El Gaucho,2801 Alaskan WAY,98121,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.348492150303585,47.615468229352615,911,350342,0000000,350,Arbor Deli,Arbor Deli,2505 2ND AVE,98121,Seattle,(206) 441-8060,Seating 13-50,III, , , , ," 
",-1,-1
-122.334206319429072,47.605515959394275,912,350428,0000000,350,Atlantic Street Pizza,Atlantic Street Pizza,999 3RD AVE,98104,Seattle,(206) 524-4432,Seating 0-12,III, , , , ," 
",223,2456.98414227
-122.30461092030005,47.675906339169103,913,350503,0000000,350,Bagel Oasis,Bagel Oasis,2112 NE 65TH ST,98115,Seattle,(206) 526-3605,Seating 13-50,III, , , , ," 
",-1,-1
-122.393739949832806,47.668470418775698,914,350536,0000000,350,Ballard Kiss Cafe,Ballard Kiss Cafe,2817 NW MARKET ST,98107,Seattle,(206) 297-1668,Seating 13-50,III, , , , ," 
",-1,-1
-122.319884219666406,47.614236199353904,915,350548,0000000,350,Ballet Restaurant,Ballet Restaurant,914 E PIKE ST,98122,Seattle,(206) 328-7983,Seating 51-150,III, , , , ," 
",258,991.883074228
-122.385129339499656,47.669743459338257,916,350619,0000000,350,Bartell Drugs #04,Bartell Drugs #04,5605 22ND AVE NW,98107,Seattle,(206) 763-2626,Grocery,I, , , , ," 
",-1,-1
-122.385513880142625,47.58204171906997,917,350638,0000000,350,Bartell Drugs #56,Bartell Drugs #56,2345 42ND AVE SW,98116,Seattle,(206) 763-2626,Grocery,I, , , , ," 
",-1,-1
-122.381157689904029,47.655540788960522,918,350680,0000000,350,Bay Cafe  #108,Bay Cafe  #108,1900 W NICKERSON ST #108,98119,Seattle,(206) 282-3435,Seating 51-150,III, , , , ," 
",-1,-1
